15000	4	1	1656
6900	5	4	4000
1300	3	1	1100
3850	4	3	2500
10000	5	4	5281
3700	4	3	2200
4200	4	3	2574
2075	1	1	950
3000	4	2	1800
2400	4	2	1500
7000	5	3	4000
1150	3	1	1050
2500	2	2	1100
6000	1	2	1535
1800	0	1	625
1100	3	1	1000
3000	3	2	1364
1200	3	3	1960
19950	3	2	2400
8700	5	5	5437
1250	1	1	1430
2050	3	2	2505
1800	3	1	2384
2450	2	2	1450
1500	1	1	609
25000	5	4	3236
2200	1	1	1069
3500	2	2	1882
2000	2	2	1196
6500	4	3	2698
1250	4	1	1200
1150	3	1	1050
2500	2	2	1766
950	2	1	900
2950	3	3	2216
1750	2	1	1000
1850	1	1	750
950	2	1	900
2700	2	2	1344
2350	1	1	1023
3000	2	2	1437
2100	2	1	1782
1600	1	1	316
2400	3	2	1500
1275	1	1	776
1100	3	1	1050
2350	2	1	1200
2500	2	2	1394
9000	5	4	3712
1875	2	2	1111
1150	3	1	1300
1600	0	1	432
1250	3	2	1764
2290	3	1	1200
1700	4	2	2540
1350	3	2	1864
35000	5	3	2958
2275	1	1	686
11500	3	3	5348
1783	0	1	316
1000	1	1	700
2500	2	2	1111
15000	4	5	5147
1850	2	1	1310
4900	4	2	2520
1795	3	2	1400
2295	4	3	3550
3000	2	2	1111
3200	2	2	1022
2200	1	1	676
3000	4	3	2800
2500	2	2	1111
1950	2	1	1150
2600	4	3	2592
1950	2	1	1083
2200	0	1	481
1550	0	1	680
1750	0	1	578
3800	2	2	1056
1300	3	1	2434
3500	2	2	1056
8900	6	7	7114
5000	2	2	1056
2250	2	2	1402
1800	3	1	875
3000	3	2	1571
1400	2	1	920
2350	3	2	1300
2950	3	2	1500
1300	2	1	914
1200	3	2	1474
1350	3	2	1385
3700	1	1	896
1700	2	2	1150
4000	2	2	1056
3300	2	2	1500
2850	1	1	896
1750	2	1	1292
2500	3	2	1600
1837	2	2	947
2195	1	1	673
1150	3	2	1474
1775	3	2	1274
1715	4	2	2492
1675	4	2	2492
1115	3	2	1660
1100	3	2	1441
1275	4	2	2655
1350	4	2	1500
1375	3	2	1520
1150	3	2	1235
1115	3	2	1660
1250	3	2	1535
1250	3	2	1535
1250	3	2	1306
1395	4	2	1799
1308	3	2	1130
1450	3	2	1846
1350	3	2	1442
1650	3	2	1250
1375	3	2	1445
899	3	2	1054
3495	2	1	994
1100	3	2	1530
1750	0	1	273
1300	3	2	1359
1350	3	2	1792
900	3	1	1000
1295	3	2	1763
1145	3	2	1748
750	2	1	1000
1175	3	2	1214
1125	3	2	1232
1000	3	2	1066
950	3	2	1080
500	1	1	559
1345	3	3	1932
1100	4	2	1592
2500	3	3	2582
1450	3	3	1872
1200	3	2	1486
1200	3	2	1486
1125	3	2	1550
1085	3	2	1592
1175	3	2	1334
1295	4	2	2154
1295	4	2	2154
700	1	1	553
1295	3	2	1820
1300	3	2	1522
1375	4	2	1436
1325	3	2	1640
895	1	1	912
2500	3	1	950
1125	3	2	1310
1250	3	2	2602
1550	4	2	1600
2100	1	1	485
1295	4	2	2300
1275	3	2	1400
1245	5	2	1846
1125	3	2	1300
1100	3	2	1409
1100	3	2	1409
1200	3	2	1300
1380	3	2	1432
1350	3	2	1368
1100	4	2	1311
1395	3	2	1341
900	3	2	1394
925	0	3	1225
1208	2	2	1372
2450	1	1	765
1350	3	2	1395
1385	3	2	1839
1100	3	2	1440
3500	3	2	1150
3500	3	2	1192
1350	3	2	1880
4600	3	3	1648
1350	3	2	1880
1400	3	2	2035
940	3	1	1008
1100	3	2	1051
2625	2	1	800
1025	3	2	1228
1250	3	2	1390
3350	1	1	890
1150	3	2	1264
1300	4	2	1376
1375	3	2	1858
1050	3	2	1543
1500	3	2	1434
1150	3	2	1207
1395	3	2	1659
1300	3	2	1125
1275	3	2	1249
1200	3	2	1158
2975	3	1	1200
1000	3	2	1126
1100	3	2	1090
3575	3	2	1100
1225	3	2	1402
1225	3	2	1402
1700	0	0	605
1225	3	2	1507
1200	3	2	1440
2800	2	2	925
1450	3	2	1407
1025	3	2	1109
1275	3	2	2228
3250	2	1	825
1750	2	2	1055
1100	3	2	1309
1225	3	2	1224
1225	3	2	1244
3600	1	1	820
2750	3	1	1200
3229	2	1	869
2000	1	1	550
1150	3	2	1677
1305	3	2	2111
2795	1	1	407
3600	4	1	1100
3000	2	2	1500
2545	1	1	650
2060	2	1	900
2375	3	1	1000
3200	3	2	1000
2350	3	2	1620
1750	3	2	1398
2300	1	1	875
1550	3	2	1615
995	2	1	925
2500	3	2	2592
1099	3	1	1000
1075	1	0	810
850	2	1	800
1495	3	1	1517
3575	3	1	1000
2200	3	2	3234
2350	1	1	667
2600	2	1	874
2500	2	1	850
1600	3	1	1328
2900	6	3	3500
3400	2	2	941
895	2	1	3212
1125	2	1	900
2275	2	2	1573
1250	2	1	1970
2200	1	1	705
1750	3	2	1726
950	2	1	800
3200	2	1	1079
895	3	1	1092
7500	2	2	1450
2800	1	1	740
1250	2	2	1230
950	2	1	800
3700	1	1	798
850	2	1	825
1000	4	1	1280
2700	4	4	3000
995	2	1	832
7500	2	2	1365
638	1	1	500
2600	1	1	650
5200	3	3	2100
710	2	1	732
500	1	1	784
2500	1	1	990
5500	2	2	1200
850	3	1	952
899	2	1	1000
5500	2	2	1180
11000	3	2	1900
1723	0	1	578
2725	2	1	930
2750	0	1	557
1789	0	1	637
360	0	1	550
1893	1	1	742
1595	2	2	1200
515	2	1	913
1996	1	1	690
1921	1	1	742
1500	2	2	1000
7600	2	2	1278
4500	1	1	755
6350	4	2	1500
6000	2	2	1320
6000	2	2	1320
3300	2	2	1062
1400	3	1	988
750	2	1	840
1100	2	1	1000
4195	1	1	775
6990	2	2	1480
3600	1	1	600
2275	1	1	855
9000	4	3	2484
7200	3	2	2116
1350	2	1	900
5500	2	2	1148
1650	3	2	1764
4100	1	1	787
1888	1	1	750
600	2	1	740
425	2	1	900
900	2	1	1275
5400	2	2	1200
1795	1	1	980
4100	1	1	807
2100	1	1	800
395	1	1	400
6600	2	2	1323
500	2	1	700
1495	2	1	750
3200	4	3	4110
7750	2	2	1257
1275	2	2	1245
900	2	1	1300
975	3	2	1400
1875	0	1	803
1050	3	2	1060
1550	0	1	650
2000	1	1	650
500	1	1	848
750	2	1	1000
4900	1	2	970
4350	1	1	723
3744	1	1	621
3300	1	1	703
6000	2	1	1100
900	2	2	900
1500	1	1	900
525	0	1	425
2595	5	3	2793
14000	3	3	1959
3846	1	1	632
2530	0	1	516
2868	0	1	452
11500	3	3	1887
4750	2	1	1514
10500	3	2	2200
650	2	1	1215
2195	2	2	1100
7250	4	2	1200
2350	1	1	900
4250	2	2	1595
2500	1	1	650
575	1	1	600
600	1	1	700
18000	11	4	3700
3900	2	1	750
1595	5	2	2601
1195	3	2	1472
3395	3	1	1000
1189	2	2	1500
3700	1	1	523
1250	2	2	1310
710	3	1	1000
795	1	1	524
725	2	1	1200
3800	2	1	1150
3500	2	2	1065
2695	2	2	808
3295	1	1	920
8575	3	3	1920
8365	3	3	2130
8825	3	3	2400
5895	4	2	1800
4595	3	2	1200
650	3	1	1200
750	3	1	1400
1590	2	1	896
685	2	1	764
270	3	2	1362
1600	2	2	1100
675	2	1	820
795	3	1	1108
2700	1	1	584
2300	0	1	550
1875	1	1	600
4812	2	2	797
350	1	1	900
950	3	1	1200
3600	2	2	1147
985	3	2	1024
1500	2	1	950
3850	3	2	1191
2050	1	1	735
4900	2	2	1147
1600	0	1	515
550	2	1	1096
775	3	1	1526
1249	1	1	650
2375	2	1	950
485	2	1	980
530	2	1	1100
4000	2	2	1408
1925	2	2	1500
1795	1	1	788
1975	1	1	600
2450	1	1	850
2295	3	1	800
1850	2	1	1000
1149	0	1	600
2250	3	2	1175
776	3	2	1050
495	2	1	967
750	2	2	1100
995	1	1	1200
875	2	1	700
7000	2	2	1147
475	1	1	525
5650	1	1	900
1200	3	1	922
6224	2	2	1004
3775	1	1	592
3308	0	1	470
7904	2	2	1060
3650	1	1	699
960	2	1	1060
675	2	1	700
3795	1	1	733
2750	0	1	500
1350	3	2	1790
3500	1	1	750
640	2	1	765
375	2	1	1100
17500	4	4	3300
2385	1	1	650
2650	2	1	800
1250	1	1	1140
975	2	1	765
1500	3	2	1526
3600	4	2	1650
2375	0	1	500
925	3	1	1500
865	2	1	850
335	2	1	750
1750	6	2	1000
1995	4	3	2160
2800	2	2	1350
3100	2	2	1375
635	2	2	980
1150	3	2	1117
3000	2	2	950
1150	3	2	1114
495	1	1	600
2250	0	1	500
695	2	1	800
900	3	1	858
650	2	1	1000
1125	3	2	1050
775	2	2	1053
800	3	1	1100
1525	5	3	2347
2820	0	1	550
1575	2	2	994
3000	4	2	2098
1600	3	1	1084
1395	2	1	1100
750	3	1	1600
2200	2	1	750
1500	3	1	910
3800	4	3	1700
1500	2	2	1500
2250	1	1	650
1875	0	1	450
995	3	2	1807
2375	2	1	850
390	0	1	490
3150	0	1	620
3450	4	2	1650
2700	2	2	1240
2595	0	1	285
1100	1	1	849
900	4	2	1400
7000	2	1	800
2195	2	2	1470
1400	2	2	1160
1895	3	2	1260
800	4	2	1500
1895	3	2	1260
1100	2	1	900
650	2	1	1058
795	1	1	524
720	1	1	825
4800	5	2	1500
4750	4	1	1350
1700	2	2	1200
4000	4	2	1500
1435	3	2	1728
1070	0	1	450
1750	2	1	500
1550	2	2	1300
995	2	1	800
